weekend_date,channel,brand,category,sub_category,EAN,quantity
2024-01-27,Channel2,B1,Face,Face Serum,8906087779247,734.0
2024-01-27,Channel2,B2,Face,Face Cleanser,8904417301076,152.0
2024-01-27,Channel2,B2,Face,Face Cleanser,8904417306248,673.0
2024-02-03,Channel2,B1,Face,Face Serum,8904417305838,56.0
2024-02-03,Channel2,B1,Face,Face Serum,8906087779247,1231.0
2024-02-03,Channel2,B2,Face,Face Cleanser,8904417301076,141.0
2024-02-03,Channel2,B2,Face,Face Cleanser,8904417306248,552.0
2024-02-10,Channel2,B1,Face,Face Serum,8904417305838,578.0
2024-02-10,Channel2,B1,Face,Face Serum,8906087779247,243.0
2024-02-10,Channel2,B2,Face,Face Cleanser,8904417301076,139.0
2024-02-10,Channel2,B2,Face,Face Cleanser,8904417306248,627.0
2024-02-17,Channel2,B1,Face,Face Serum,8904417305838,426.0
2024-02-17,Channel2,B1,Face,Face Serum,8906087779247,284.0
2024-02-17,Channel2,B2,Face,Face Cleanser,8904417301076,110.0
2024-02-17,Channel2,B2,Face,Face Cleanser,8904417306248,350.0
2024-02-24,Channel2,B1,Face,Face Serum,8904417305838,92.0
2024-02-24,Channel2,B1,Face,Face Serum,8906087779247,257.0
2024-02-24,Channel2,B2,Face,Face Cleanser,8904417301076,143.0
2024-02-24,Channel2,B2,Face,Face Cleanser,8904417306248,758.0
2024-03-02,Channel2,B1,Face,Face Serum,8904417305838,210.0
2024-03-02,Channel2,B1,Face,Face Serum,8906087779247,254.0
2024-03-02,Channel2,B2,Face,Face Cleanser,8904417301076,149.0
2024-03-02,Channel2,B2,Face,Face Cleanser,8904417306248,723.0
2024-03-09,Channel2,B1,Face,Face Serum,8904417305838,840.0
2024-03-09,Channel2,B1,Face,Face Serum,8906087779247,250.0
2024-03-09,Channel2,B2,Face,Face Cleanser,8904417301076,141.0
2024-03-09,Channel2,B2,Face,Face Cleanser,8904417306248,762.0
2024-03-16,Channel2,B1,Face,Face Serum,8904417305838,1126.0
2024-03-16,Channel2,B1,Face,Face Serum,8906087779247,283.0
2024-03-16,Channel2,B2,Face,Face Cleanser,8904417301076,1717.0
2024-03-16,Channel2,B2,Face,Face Cleanser,8904417306248,8051.0
2024-03-23,Channel2,B1,Face,Face Serum,8904417305838,1138.0
2024-03-23,Channel2,B1,Face,Face Serum,8906087779247,232.0
2024-03-23,Channel2,B2,Face,Face Cleanser,8904417301076,718.0
2024-03-23,Channel2,B2,Face,Face Cleanser,8904417306248,639.0
2024-03-30,Channel2,B1,Face,Face Serum,8904417305838,1367.0
2024-03-30,Channel2,B1,Face,Face Serum,8906087779247,296.0
2024-03-30,Channel2,B2,Face,Face Cleanser,8904417301076,134.0
2024-03-30,Channel2,B2,Face,Face Cleanser,8904417306248,427.0
2024-04-06,Channel2,B1,Face,Face Serum,8904417305838,1222.0
2024-04-06,Channel2,B1,Face,Face Serum,8906087779247,228.0
2024-04-06,Channel2,B2,Face,Face Cleanser,8904417301076,144.0
2024-04-06,Channel2,B2,Face,Face Cleanser,8904417306248,445.0
2024-04-13,Channel2,B1,Face,Face Serum,8904417305838,1341.0
2024-04-13,Channel2,B1,Face,Face Serum,8906087779247,239.0
2024-04-13,Channel2,B2,Face,Face Cleanser,8904417301076,129.0
2024-04-13,Channel2,B2,Face,Face Cleanser,8904417306248,917.0
2024-04-20,Channel2,B1,Face,Face Serum,8904417305838,7732.0
2024-04-20,Channel2,B1,Face,Face Serum,8906087779247,715.0
2024-04-20,Channel2,B2,Face,Face Cleanser,8904417301076,137.0
2024-04-20,Channel2,B2,Face,Face Cleanser,8904417306248,583.0
2024-04-27,Channel2,B1,Face,Face Serum,8904417305838,3249.0
2024-04-27,Channel2,B1,Face,Face Serum,8906087779247,54.0
2024-04-27,Channel2,B2,Face,Face Cleanser,8904417301076,184.0
2024-04-27,Channel2,B2,Face,Face Cleanser,8904417306248,888.0
2024-05-04,Channel2,B1,Face,Face Serum,8904417305838,860.0
2024-05-04,Channel2,B1,Face,Face Serum,8906087779247,42.0
2024-05-04,Channel2,B2,Face,Face Cleanser,8904417301076,150.0
2024-05-04,Channel2,B2,Face,Face Cleanser,8904417306248,358.0
2024-05-11,Channel2,B1,Face,Face Serum,8904417305838,1004.0
2024-05-11,Channel2,B1,Face,Face Serum,8906087779247,17.0
2024-05-11,Channel2,B2,Face,Face Cleanser,8904417301076,153.0
2024-05-11,Channel2,B2,Face,Face Cleanser,8904417306248,842.0
2024-05-18,Channel2,B1,Face,Face Serum,8904417305838,869.0
2024-05-18,Channel2,B1,Face,Face Serum,8906087779247,16.0
2024-05-18,Channel2,B2,Face,Face Cleanser,8904417301076,174.0
2024-05-18,Channel2,B2,Face,Face Cleanser,8904417306248,1024.0
2024-05-25,Channel2,B1,Face,Face Serum,8904417305838,1053.0
2024-05-25,Channel2,B1,Face,Face Serum,8906087779247,12.0
2024-05-25,Channel2,B2,Face,Face Cleanser,8904417301076,153.0
2024-05-25,Channel2,B2,Face,Face Cleanser,8904417306248,681.0
2024-06-01,Channel2,B1,Face,Face Serum,8904417305838,1246.0
2024-06-01,Channel2,B1,Face,Face Serum,8906087779247,8.0
2024-06-01,Channel2,B2,Face,Face Cleanser,8904417301076,181.0
2024-06-01,Channel2,B2,Face,Face Cleanser,8904417306248,790.0
2024-06-08,Channel2,B1,Face,Face Serum,8904417305838,939.0
2024-06-08,Channel2,B1,Face,Face Serum,8906087779247,4.0
2024-06-08,Channel2,B2,Face,Face Cleanser,8904417301076,1012.0
2024-06-08,Channel2,B2,Face,Face Cleanser,8904417306248,4687.0
2024-06-15,Channel2,B1,Face,Face Serum,8904417305838,890.0
2024-06-15,Channel2,B1,Face,Face Serum,8906087779247,1.0
2024-06-15,Channel2,B2,Face,Face Cleanser,8904417301076,1911.0
2024-06-15,Channel2,B2,Face,Face Cleanser,8904417306248,4339.0
2024-06-22,Channel2,B1,Face,Face Serum,8904417305838,1078.0
2024-06-22,Channel2,B1,Face,Face Serum,8906087779247,1.0
2024-06-22,Channel2,B2,Face,Face Cleanser,8904417301076,206.0
2024-06-22,Channel2,B2,Face,Face Cleanser,8904417306248,698.0
2024-06-29,Channel2,B1,Face,Face Serum,8904417305838,982.0
2024-06-29,Channel2,B1,Face,Face Serum,8906087779247,1.0
2024-06-29,Channel2,B2,Face,Face Cleanser,8904417301076,178.0
2024-06-29,Channel2,B2,Face,Face Cleanser,8904417306248,362.0
2024-07-06,Channel2,B1,Face,Face Serum,8904417305838,2612.0
2024-07-06,Channel2,B2,Face,Face Cleanser,8904417301076,176.0
2024-07-06,Channel2,B2,Face,Face Cleanser,8904417306248,676.0
2024-07-13,Channel2,B1,Face,Face Serum,8904417305838,7754.0
2024-07-13,Channel2,B2,Face,Face Cleanser,8904417301076,180.0
2024-07-13,Channel2,B2,Face,Face Cleanser,8904417306248,662.0
2024-07-20,Channel2,B1,Face,Face Serum,8904417305838,3463.0
2024-07-20,Channel2,B2,Face,Face Cleanser,8904417301076,245.0
2024-07-20,Channel2,B2,Face,Face Cleanser,8904417306248,722.0
2024-07-27,Channel2,B1,Face,Face Serum,8904417305838,974.0
2024-07-27,Channel2,B2,Face,Face Cleanser,8904417301076,141.0
2024-07-27,Channel2,B2,Face,Face Cleanser,8904417306248,529.0
2024-08-03,Channel2,B1,Face,Face Serum,8904417305838,891.0
2024-08-03,Channel2,B2,Face,Face Cleanser,8904417301076,151.0
2024-08-03,Channel2,B2,Face,Face Cleanser,8904417306248,544.0
2024-08-10,Channel2,B1,Face,Face Serum,8904417305838,772.0
2024-08-10,Channel2,B2,Face,Face Cleanser,8904417301076,171.0
2024-08-10,Channel2,B2,Face,Face Cleanser,8904417306248,610.0
2024-08-17,Channel2,B1,Face,Face Serum,8904417305838,1003.0
2024-08-17,Channel2,B2,Face,Face Cleanser,8904417301076,151.0
2024-08-17,Channel2,B2,Face,Face Cleanser,8904417306248,527.0
2024-08-24,Channel2,B1,Face,Face Serum,8904417305838,1290.0
2024-08-24,Channel2,B2,Face,Face Cleanser,8904417301076,250.0
2024-08-24,Channel2,B2,Face,Face Cleanser,8904417306248,775.0
2024-08-31,Channel2,B1,Face,Face Serum,8904417305838,1189.0
2024-08-31,Channel2,B2,Face,Face Cleanser,8904417301076,180.0
2024-08-31,Channel2,B2,Face,Face Cleanser,8904417306248,634.0
